,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
1405,Meizu X8,1,"2018, September",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 97.6 cm2 (~86.5% screen-to-body ratio)","1080 x 2220 pixels, 18.5:9 ratio (~398 ppi density)",Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),"128 GB, 6 GB RAM or 64 GB, 4/6 GB RAM","128 GB, 6 GB RAM or 64 GB, 4/6 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, Dual Pixel PDAF
5 MP",20 MP,"5.0, A2DP, LE",Non-removable Li-Ion 3210 mAh battery,About 200 EUR
1406,Meizu V8 Pro,1,"2018, September",159 g (5.61 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~78.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Octa-core 2.0 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","12 MP, f/2.2, AF
5 MP, f/2.2","5 MP, f/1.9","5.0, A2DP, LE",Non-removable Li-Ion 3100 mAh battery,About 150 EUR
1407,Meizu V8,1,"2018, September",145 g (5.11 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~77.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Quad-core 1.5 GHz Cortex-A53,"32 GB, 3 RAM","32 GB, 3 RAM","13 MP, f/2.2, AF","5 MP, f/1.9","4.2, A2DP, LE",Non-removable Li-Ion 3200 mAh battery,About 100 EUR
1408,Meizu 16X,1,"2018, September",154 g (5.43 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~83.7% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver),"64/128 GB, 6 GB RAM","64/128 GB, 6 GB RAM","12 MP, f/1.8, 1/2.3"", 1.55m, 4-axis OIS, dual pixel PDAF & laser AF
20 MP, f/2.6, 1/2.6"", 1.0m, AF","20 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 3100 mAh battery,About 300 EUR
1409,Meizu 16,1,"2018, August",152 g (5.36 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~84.3% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"128 GB, 6/8 GB RAM or 64 GB, 4 GB RAM","128 GB, 6/8 GB RAM or 64 GB, 4 GB RAM","12 MP, f/1.8, 1/2.3"", 1.55m, 4-axis OIS, dual pixel PDAF & laser AF
20 MP, f/2.6, 1/2.6"", 1.0m, AF","20 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 3010 mAh battery,About 410 EUR
1410,Meizu 16 Plus,1,"2018, August",182 g (6.42 oz),"Super AMOLED capacitive touchscreen, 16M colors","6.5 inches, 107.9 cm2 (~86.0% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~374 ppi density)",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"256 GB, 8 GB RAM or 128 GB, 6/8 GB RAM","256 GB, 8 GB RAM or 128 GB, 6/8 GB RAM","12 MP, f/1.8, 1/2.3"", 1.55m, 4-axis OIS, dual pixel PDAF & laser AF
20 MP, f/2.6, 1/2.6"", 1.0m, AF","20 MP, f/2.0","5.0, A2DP, LE",Non-removable Li-Ion 3570 mAh battery,About 480 EUR
1411,Meizu M6T,1,"2018, May",145 g (5.11 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.4% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32/64 GB, 4 GB RAM or 32 GB, 3 GB RAM","32/64 GB, 4 GB RAM or 32 GB, 3 GB RAM","13 MP, f/2.2, PDAF
2 MP, f/2.4, depth sensor","8 MP, f/2.0","4.1, A2DP, LE",Non-removable Li-Ion 3300 mAh battery,About 130 EUR
1412,Meizu M8c,1,"2018, May",140 g (4.94 oz),"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~74.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16/32 GB, 2 GB RAM","16/32 GB, 2 GB RAM","13 MP, PDAF, f/2.2","8 MP, f/2.0","4.1, A2DP, LE",Non-removable Li-Ion 3070 mAh battery,About 140 EUR
1413,Meizu 15 Plus,1,"2018, April",177 g (6.24 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.95 inches, 97.6 cm2 (~81.0% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~494 ppi density)",Octa-core (4x2.5 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53),"64/128 GB, 6 GB RAM","64/128 GB, 6 GB RAM","12 MP, f/1.8, 1/2.3"", 1.55 m, 4-axis OIS, dual pixel PDAF & laser AF
20 MP, 1/2.8"", 1.0 m, AF, portraits only","20 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3500 mAh battery,About 480 EUR
1414,Meizu 15,1,"2018, April",152 g (5.36 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.46 inches, 82.2 cm2 (~79.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Octa-core (4x2.2 GHz Kryo 260 & 4x1.8 GHz Kryo 260),"64/128 GB, 4 GB RAM","64/128 GB, 4 GB RAM","12 MP, f/1.8, 1/2.3"", 1.55 m, 4-axis OIS, dual pixel PDAF & laser AF
20 MP, 1/2.8"", 1.0 m, AF, portraits only","20 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 400 EUR
1415,Meizu 15 Lite,1,"2018, April",145 g (5.11 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.46 inches, 82.2 cm2 (~79.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Octa-core 2.2 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","12 MP, f/1.9, 1.4 m, dual pixel PDAF","20 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 240 EUR
1416,Meizu E3,1,"2018, March",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.99 inches, 92.6 cm2 (~78.7% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Octa-core 1.8 GHz Kryo 260,"64/128 GB, 6 GB RAM","64/128 GB, 6 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, dual pixel PDAF
20 MP, f/2.6, 1/2.8"", 1.0m, PDAF","8 MP, f/2.0, 1/3.2"", 1.4m","5.0, A2DP, LE",Non-removable Li-Ion 3360 mAh battery,About 280 EUR
1417,Meizu M6s,1,"2018, January",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Hexa-core (4x1.6 GHz Cortex-A53 & 2x2.0 GHz Cortex-A73),"32/64 GB, 3 GB RAM","32/64 GB, 3 GB RAM","16 MP, PDAF, f/2.0","8 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 150 EUR
1418,Meizu M6,1,"2017, September",143 g (5.04 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","8 MP, f/2.0","4.0, A2DP, LE",Non-removable Li-Ion 3070 mAh battery,About 130 EUR
1419,Meizu M6 Note,1,"2017, August",173 g (6.10 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~71.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Octa-core 2.0 GHz Cortex-A53,"16/64 GB, 4 GB RAM or 32 GB, 3 GB RAM","16/64 GB, 4 GB RAM or 32 GB, 3 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, dual pixel PDAF
5 MP, f/2.0, AF","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 4000 mAh battery,About 170 EUR
1420,Meizu Pro 7 Plus,1,"2017, July",170 g (6.00 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 88.5 cm2 (~72.9% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~518 ppi density)","Deca-core (2x2.6 GHz Cortex-A73, 4x1.9 GHz Cortex-A35, 4x2.2 GHz Cortex-A53)","64/128 GB, 6 GB RAM","64/128 GB, 6 GB RAM","12 MP, f/2.0, 1/2.9"", 1.25m, PDAF","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3500 mAh battery,About 500 EUR
1421,Meizu Pro 7,1,"2017, July",163 g (5.75 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.2 inches, 74.9 cm2 (~71.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~423 ppi density)","Octa-core (4x2.4 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53)Deca-core (2x2.6 GHz Cortex-A73, 4x1.9 GHz Cortex-A35, 4x2.2 GHz Cortex-A53)","64/128 GB, 4 GB RAM","64/128 GB, 4 GB RAM","12 MP, f/2.0, 1/2.9"", 1.25m, PDAF","16 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 400 EUR
1422,Meizu M5c,1,"2017, May",135 g (4.76 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF, f/2.0","5 MP, f/2.2","4.1, A2DP, LE",Non-removable 3000 mAh battery,About 140 EUR
1423,Meizu E2,1,"2017, April",155 g (5.47 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~71.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),"64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM","64 GB, 4 GB RAM or 32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","8 MP, f/2.0, 1/3.2"", 1.4m","4.2, A2DP, LE",Non-removable Li-Ion 3400 mAh battery,About 210 EUR
1424,Meizu M5s,1,"2017, February",143 g (5.04 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Octa-core 1.3 GHz Cortex-A53,"16/32 GB, 3 GB RAM","16/32 GB, 3 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.0","4.0, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 130 EUR
1425,Meizu M5 Note,1,"2016, December",175 g (6.17 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16/64 GB, 4 GB RAM or 32 GB, 3 GB RAM","16/64 GB, 4 GB RAM or 32 GB, 3 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.0","4.0, A2DP, LE",Non-removable 4000 mAh battery,About 190 EUR
1427,Meizu Pro 6 Plus,1,"2016, November",158 g (5.57 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~74.5% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~515 ppi density)",Octa-core (4x2.0 GHz Mongoose & 4x1.5 GHz Cortex-A53) - 64 GB versionOcta-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53) - 128 GB version,"64/128 GB, 4 GB RAM","64/128 GB, 4 GB RAM","12 MP, f/2.0, 1/2.9"", 1.25m, 4-axis OIS, PDAF & laser AF","5 MP, f/2.0, 1/4"", 1.4m","4.1, A2DP, LE",Non-removable Li-Ion 3400 mAh battery,About 550 EUR
1428,Meizu MX5e,1,"2016, April",149 g (5.26 oz),"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~74.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core 2.0 GHz Cortex-A53,"16/32 GB, 3 GB RAM","16/32 GB, 3 GB RAM","16 MP, AF",5 MP,"4.1, A2DP, LE",Non-removable Li-Ion 3150 mAh battery,About 190 EUR
1429,Meizu U10,1,"2016, August",139 g (4.90 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.0","4.0, A2DP, LE",Non-removable Li-Ion 2760 mAh battery,About 160 EUR
1430,Meizu U20,1,"2016, August",158 g (5.57 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.0","4.0, A2DP, LE",Non-removable Li-Ion 3260 mAh battery,About 190 EUR
1431,Meizu Pro 6s,1,"2016, November",163 g (5.75 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~71.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Deca-core (2x2.5 GHz Cortex-A72, 4x2 GHz Cortex-A53, 4x1.4 GHz Cortex-A53)","64 GB, 4 GB RAM","64 GB, 4 GB RAM","12 MP, f/2.0, 1/2.9"", 1.25m, 4-axis OIS, PDAF & laser AF","5 MP, f/2.0, 1/4"", 1.4m","4.1, A2DP, LE",Non-removable Li-Ion 3060 mAh battery,About 430 EUR
1432,Meizu M5,1,"2016, October",138 g (4.87 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.0","4.0, A2DP, LE",Non-removable 3070 mAh battery,About 120 EUR
1433,Meizu M3 Max,1,"2016, September",189 g (6.67 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~74.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"64 GB, 3 GB RAM","64 GB, 3 GB RAM","13 MP, f/2.2, 1/3"", PDAF","5 MP, f/2.0","4.1, A2DP, LE",Non-removable 4100 mAh battery,About 270 EUR
1434,Meizu M3e,1,"2016, August",172 g (6.07 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.2, 1/3"", PDAF","5 MP, f/2.0","4.1, A2DP, LE",Non-removable 3100 mAh battery,About 220 EUR
1435,Meizu MX6,1,"2016, July",155 g (5.47 oz),"TDDI capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~71.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)","Deca-core (2x2.3GHz Cortex-A72, 4x1.9GHz Cortex-A53, 4x1.4GHz Cortex-A53)","32 GB, 3/4 GB RAM","32 GB, 3/4 GB RAM","12 MP, f/2.0, 1/2.9"", 1.25m, PDAF","5 MP, f/2.0","4.1, A2DP, LE",Non-removable Li-Ion 3060 mAh battery,About 300 EUR
1436,Meizu M3s,1,"2016, June",138 g (4.87 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.0","4.0, A2DP, LE",Non-removable 3020 mAh battery,About 120 EUR
1437,Meizu M3,1,"2016, April",132 g (4.66 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.0","4.0, A2DP, LE",Non-removable 2870 mAh battery,About 130 EUR
1438,Meizu Pro 6,1,"2016, April",160 g (5.64 oz),"Super AMOLED capacitive touchscreen, 16M colors","5.2 inches, 74.9 cm2 (~71.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~423 ppi density)","Deca-core (2x2.5 GHz Cortex-A72, 4x2 GHz Cortex-A53, 4x1.4 GHz Cortex-A53)","32/64 GB, 4 GB RAM","32/64 GB, 4 GB RAM","21 MP, f/2.2, 31mm (standard), 1/2.4"", PDAF & laser AF","5 MP, f/2.0, 1/4"", 1.4m","4.1, A2DP, LE",Non-removable Li-Ion 2560 mAh battery,About 410 EUR
1439,Meizu M3 Note,1,"2016, April",163 g (5.75 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~71.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","32 GB, 3 GB RAM or 16 GB, 2 GB RAM","13 MP, PDAF, f/2.2","5 MP, f/2.0","4.0, A2DP, LE",Non-removable 4100 mAh battery,About 180 EUR
1440,Meizu PRO 5 mini,1,Not announced yet,-,"AMOLED capacitive touchscreen, 16M colors","4.7 inches, 60.9 cm2","1080 x 1920 pixels, 16:9 ratio (~469 ppi density)","Deca-core (2x2.3 GHz Cortex-A72, 4x2 GHz Cortex-A53, 4x1.4 GHz Cortex-A53)","32 GB, 3 GB RAM","32 GB, 3 GB RAM","16 MP, AF, f/2.2","5 MP, f/2.0","4.1, A2DP, LE",Non-removable Li-Ion battery,About 360 EUR
1441,Meizu M1 Metal,1,"2015, October",162g (5.71 oz),"LTPS IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~72.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Octa-core 2.0 GHz Cortex-A53,"16/32 GB, 2 GB RAM","16/32 GB, 2 GB RAM","13 MP, AF, f/2.2","5 MP, f/2.0","4.1, A2DP, LE",Non-removable Li-Ion 3140 mAh battery,About 170 EUR
1442,Micromax Bharat Go,1,"2018, May",130 g (4.59 oz),"TFT LCD capacitive touchscreen, 16M colors","4.5 inches, 61.9 cm2 (~67.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~207 ppi density)",Quad-core 1.1 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,5 MP,"4.0, A2DP",Removable Li-Ion 2000 mAh battery,About 4400 INR
1443,Micromax Canvas 1 2018,1,"2018, April",-,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",5 MP,"4.0, A2DP",Li-Ion 3000 mAh battery,About 7000 INR
1444,Micromax Canvas Infinity Life,1,"2018, March",-,"IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.0, 1/3"", 1.12m, AF","8 MP, f/2.0","4.0, A2DP",Removable Li-Ion 2500 mAh battery,About 8500 INR
1445,Micromax Bharat 5 Pro,1,"2018, March",170 g (6.00 oz),"Capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Quad-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF",5 MP,"4.0, A2DP",Non-removable Li-Po 5000 mAh battery,About 8000 INR
1446,Micromax Bharat 5 Plus,1,"2018, January",170 g (6.00 oz),"Capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM",8 MP,5 MP,"4.0, A2DP",Non-removable Li-Po 5000 mAh battery,About 7200 INR
1447,Micromax Bharat 5,1,"2017, December",170 g (6.00 oz),"Capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 1 GB RAM","16 GB, 1 GB RAM",5 MP,5 MP,"4.0, A2DP",Non-removable Li-Po 5000 mAh battery,About 5700 INR
1448,Micromax Canvas Infinity Pro,1,"2017, December",-,"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","16 MP, AF, f/2.0","20 MP, f/2.0
8 MP, f/2.2","4.2, A2DP",Non-removable Li-Po 3000 mAh battery,About 14000 INR
1449,Micromax Bharat 2 Ultra,1,"2017, October",120 g (4.23 oz),"Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Quad-core 1.3 GHz,"4 GB, 512 MB RAM","4 GB, 512 MB RAM",2 MP,VGA,"4.0, A2DP",Non-removable Li-Ion 1300 mAh battery,About 2900 INR
1450,Micromax Dual 4 E4816,1,"2017, July",141 g (4.97 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~74.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM","64 GB, 4 GB RAM","13 MP, f/2.0, 1/3"", AF
2 MP, depth sensor","13 MP, 1/3""","4.1, A2DP",Non-removable Li-Ion 2730 mAh battery,About 19000 INR
1451,Micromax Canvas Selfie 3 Q460,1,"2017, September",-,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Octa-core 1.4 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF, f/2.0","16 MP, f/2.0","4.2, A2DP",Non-removable Li-Ion 3000 mAh battery,About 12000 INR
1452,Micromax Bharat 4 Q440,1,"2017, September",150 g (5.29 oz),"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~65.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 3 GB RAM","16 GB, 3 GB RAM",5 MP,5 MP,"4.0, A2DP",Non-removable Li-Ion 2500 mAh battery,About 5000 INR
1453,Micromax Bharat 3 Q437,1,"2017, September",130 g (4.59 oz),"Capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.0% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.3 GHz Cortex-A53,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.0, A2DP",Removable Li-Ion 2000 mAh battery,About 4500 INR
1456,Micromax Canvas Infinity,1,"2017, August",160 g (5.64 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 85.7 cm2 (~77.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~279 ppi density)",Quad-core 1.4 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.0, 1/3"", 1.12m, AF","16 MP, f/2.0, AF","4.1, A2DP",Removable Li-Ion 2980 mAh battery,About 10000 INR
1457,Micromax Evok Dual Note E4815,1,"2017, August",-,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, AF
5 MP, depth sensor",5 MP,"4.0, A2DP",Non-removable Li-Po 3000 mAh battery,About 10000 INR
1458,Micromax Selfie 2 Q4311,1,"2017, July",157 g (5.54 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~71.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Quad-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.0, 1/3"", AF","8 MP, f/2.0, 1/4""","4.0, A2DP",Non-removable Li-Ion 3000 mAh battery,About 10000 INR
1459,Micromax Canvas 1,1,"2017, July",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, f/2.2, 1/3.2"", 1.4m, AF",5 MP,"4.0, A2DP",Removable Li-Ion 2500 mAh battery,About 7000 INR
